order_id,customer_id,order_date,total_amount
1b3c721a-c06d-42d0-b8be-483a4b0b30ed,6078105f-da69-43c5-bc07-9c295825cf83,2025-03-20,7984.74
c4891e73-5d2a-48b6-b97b-4426d97f7eb2,5ed02a43-345b-4537-9fac-5713e29e2157,2025-06-30,7388.79
8017e13c-a4b7-4b9e-9636-eb322b6c5e12,971b8b94-ae18-4d0d-b781-c3e45e33c9dc,2025-11-11,7469.34
02a68851-7be3-47b0-ac40-72bd34648c24,9fdefffe-af32-498e-bca5-61d8084b7df7,2025-06-12,2824.91
eeb47d51-6896-4088-ad18-12e19f7765b3,4f669311-cb5e-4113-a514-5ccfcb9de497,2025-07-11,11670.6
3a3433ac-ec60-4522-a66f-78a6e4b96e5f,071c36a9-463c-4185-a124-73b3fd4377f8,2025-05-12,6648.91
5db8044b-fedf-453d-8ee3-cedf383348c6,c224e71d-c0fd-469e-9c8b-38fef9cb9c6d,2025-04-29,9222.15
fd610302-1fdd-4796-a379-59225e047fad,6ceedbb9-ab69-4837-a9f1-e5c98899bf54,2025-04-11,8629.25
77db088c-cb5b-454b-9015-743a0d378ab0,e4ab26e8-605d-492f-b5da-aa0c9a21f958,2025-05-04,7078.87
d5913ba4-0b75-4580-8f42-6bdbf9d43d3b,6ceedbb9-ab69-4837-a9f1-e5c98899bf54,2025-08-27,5365.12
68b0d641-740e-493d-8fc4-ab7fa195b79e,b01be3e4-215e-40aa-a5bc-b62e2d9c77c8,2025-11-13,4957.61
fe21afb2-c15c-499f-be5f-19e421f87e5f,6a322595-b992-4abe-9f0a-4f2b96e16343,2025-07-03,14552.05
7bcfdb88-4ba2-4121-98fe-33290f5e5dca,a563d6fd-354c-46ef-9524-d8347e7ad6ed,2024-11-21,12809.61
450ed1ed-c28a-48ce-b646-af0b0c965459,20ae647f-451a-4dae-8b6a-0b80c9b89622,2025-11-04,911.42
ec89ad4a-95bb-4a1f-b36f-ea3fc6a9de25,d3701b19-02d3-4099-9f84-b10c438971c9,2025-09-01,10834.5
9d857c64-83d5-4696-a1a6-a2724b9b9bf9,f4c74b62-c59b-470f-ba02-77b7d0a79503,2024-12-08,4277.22
a86d85c8-1379-4da9-b7f3-760f429cf617,6078105f-da69-43c5-bc07-9c295825cf83,2025-03-24,11439.55
39e1bd56-4f18-40d1-af4f-6c273aef7e1a,0b5f4b9a-e3d9-4b80-8dcc-99782923e770,2024-12-27,6884.27
d2dd308e-6aec-4224-b904-86d90c057a14,82d853b1-880f-4f23-855c-04fb32047eb8,2025-11-01,13794.19
f8f37520-fc9b-47d4-bc79-da138b085e82,886e59a5-2f80-430b-a684-35283e4f086c,2024-12-29,1255.49
ad7a67bf-3243-420d-a3ae-17a879a43b95,c224e71d-c0fd-469e-9c8b-38fef9cb9c6d,2025-03-01,1317.43
02a27b44-5bf5-4a31-81b0-87cff568d050,f09ac36d-dc2c-411e-8b88-643dcf992a19,2025-05-24,13200.59
d88c64ab-6e4c-451e-8afd-0a158b95b03a,1b98b6dd-e905-4675-a68c-b46580275cc1,2025-07-02,2431.89
eb5ad5c0-710b-47c5-8f5a-bc1ddd9e40a1,e94eff49-2e30-45ea-994c-9cae2ec4f1e0,2024-11-21,6219.55
d22466d3-26cd-4f0b-9298-2727aaefa154,9fdefffe-af32-498e-bca5-61d8084b7df7,2025-01-02,12320.08
a0779738-8d08-435e-8920-06395bcd2afe,d2e5ab05-86fb-40b6-ba24-7b6d41f650dc,2025-05-04,7323.29
04ac8788-0668-4666-834b-57577e680693,45401b79-3848-45fb-a421-9ad92802d3ca,2025-05-24,1130.96
a7ae4fc3-3cb5-4415-a603-e9dc2634dbd1,ed885d9d-9e35-4232-bddf-8e9832c763e9,2025-04-12,13718.98
420790c1-5b85-489b-95c9-b7530d12c225,6a322595-b992-4abe-9f0a-4f2b96e16343,2025-01-04,2221.14
b780f0c4-54fc-4231-b7d1-49347331af7f,434bce48-2392-472e-8e69-8896a0df7c08,2025-02-07,12280.91
52efa8cd-3b99-4ba5-855a-15441b0f307d,4452a845-0ae1-4cbb-942e-53372bf96e0b,2025-03-11,10258.12
e40b4e6f-e5da-43df-9957-4bc0dc561a39,9c5d3458-c961-4967-af81-165dc0527a3b,2025-03-22,13460.5
1eedcd87-78b9-4b7f-8f12-3c75310347fb,b828b7f0-6263-455b-8eec-4962622acc1d,2025-02-20,11287.57
78dbbf59-3737-469b-b386-ae8b6f004093,40fc0010-923e-43f1-845e-ef98e40b566f,2025-09-14,11925.67
2e82f8f9-ed21-4f8c-b720-7b41b418f696,1029c408-4271-4c60-b262-c2d3e42c1ed6,2025-01-20,13053.29
0f5e4467-d5f1-49b9-9aef-ea37617cd20e,6a322595-b992-4abe-9f0a-4f2b96e16343,2025-07-30,3869.16
cf451ff2-aa11-4e02-87f4-a651932243a1,8a57b55c-2eac-40cb-8678-060f232d5a7b,2025-08-31,5631.99
58ca7c83-0dd1-49d0-80c6-d2b41cbb5dcc,a5a93476-c6a3-4ac5-a8ac-fe83f22e7aa3,2025-09-15,1852.72
36ab956e-da69-4f06-ae40-2e992e6ca272,dfa64633-10ce-41eb-aae8-e3c8e33fb8bf,2024-12-08,9642.54
d41a7366-b77d-421f-9192-817bb9351c57,e5e8ceed-aaa4-4756-a0e2-dee07ea83d97,2025-07-18,4744.94
1467f393-7240-4ef7-a0c9-b3f26870f06c,1792be60-bcc5-4ee0-b03f-973b55ecbc43,2024-11-19,14275.04
e1073275-3eec-4304-9336-f5ee946e675a,897df992-750f-4ef1-b19a-b64b0f625977,2025-05-10,206.5
a2756b97-e458-4885-a7fa-fcc5b880121e,8d17c12a-4dde-40a2-9414-275167e36037,2025-03-27,4868.9
03935aa7-0423-4b39-8d3e-04a826e1022f,e4ab26e8-605d-492f-b5da-aa0c9a21f958,2025-03-18,4923.18
f928ce03-6e68-4b8f-a6f2-1246fedf8c38,66b9272f-1ca0-410b-8b5b-eea89d3ba148,2025-07-26,4772.96
96209f6e-405b-4d3c-bc02-c74282e4ef99,7298bef2-f9db-4f06-a498-4f2424ad21b2,2025-07-15,11180.44
b5e31341-15aa-43ef-b78a-b0d4705f6e88,4243f25f-cd41-43d3-afd7-e1d98be47189,2025-09-24,9066.25
fa1cfd44-bb32-48ae-aa20-4ed85c16b932,5acd1ef2-a42c-4207-b63f-8fb85cb75910,2024-12-24,8833.6
712ec0b6-37f5-413c-8257-6872edef14d1,0e7efe75-7349-4d93-941f-2c1ab6536855,2025-04-07,7873.84
dcbf25e0-abc7-4cda-b4cf-04fc03784aad,886e59a5-2f80-430b-a684-35283e4f086c,2024-12-19,7072.9
3cc82651-91e6-4698-9f65-78049eacf643,b56b35a4-63e3-4ec0-8629-b7583ea6b45c,2025-08-22,285.62
c8029315-7cc7-4528-b7f6-53ec59c3e4a3,374f68a4-3cbc-4e60-8dec-1bff2dfcec88,2025-03-23,13634.85
d080589d-cd4d-490d-8bae-3e4a9ff7ace2,ad333574-78e3-4935-8ef3-998f792a01f7,2025-02-11,6025.7
e27c634b-80fe-4323-934d-4ae2c7460751,f7abca51-e4e2-403a-bd5e-b9006609fd8e,2024-12-29,10160.24
f2fa9d4d-ea58-4854-b0ce-84aba1d87028,6c3cbde6-0163-4a36-b336-77ba853b5506,2025-09-03,4886.62
34179830-cf11-4b74-b2fb-6fc89eef6ecd,1792be60-bcc5-4ee0-b03f-973b55ecbc43,2025-07-01,3189.49
53a8bd78-98de-4781-953b-b81967c2d9e6,bdd7c0aa-cfef-47c2-9fd9-97c293ee6ca5,2025-08-31,11697.06
3f0cbb89-6327-4b0f-aac2-00f3fd65eee1,f90d9df8-8d99-4cf2-b827-688550f599f3,2025-07-24,5743.73
d79c6168-a4d8-412b-ab66-c615702ad918,45401b79-3848-45fb-a421-9ad92802d3ca,2024-11-29,13133.49
621edef1-3d0c-4527-af64-bed37b641622,8a57b55c-2eac-40cb-8678-060f232d5a7b,2025-01-21,1348.89
f2ca9299-ec23-4edd-a268-bc340de8066b,cdda952a-85c8-4877-b043-514046074892,2024-12-15,6211.06
9764a7ad-48ca-4430-aa23-282c989fdf3a,e4ab26e8-605d-492f-b5da-aa0c9a21f958,2025-01-27,12101.56
6c2e24dc-0fe4-4545-bd59-a0f95585c4ad,f09ac36d-dc2c-411e-8b88-643dcf992a19,2025-07-01,3243.12
cf7e8d6b-0ea9-4c11-bf7b-5b926bdf5bcd,50ec244a-7917-49e7-a28d-b3df2a0eca99,2025-08-06,6538.31
93a2b4a0-b545-4fbe-933a-1eb58cc176bf,0ec8825c-1261-4116-8fe5-d5a56d1f1199,2025-01-26,11386.63
44a5d4c1-e0ed-4bf5-86e0-131acc30109f,f78090e4-82a2-4710-8e9d-0b2e7739fd11,2025-04-29,2356.44
87855a4e-6ee0-4178-a7ff-ed92890abca4,20ae647f-451a-4dae-8b6a-0b80c9b89622,2025-04-01,6176.23
fd7f1d59-a513-4b48-9b54-83613469e54a,0720e8c0-9773-483f-b451-92ec2682e02a,2024-12-05,2755.51
a34d16be-7db0-4522-ba0d-a36205b4f769,987209a4-bb4d-4970-a718-48699f7bd0f8,2025-09-17,8417.34
03d8d836-1d30-4226-9b26-7c36c8b3a459,65d038ab-7a4a-44ef-bf54-1a6de0e5b745,2025-06-22,3548.7
42f9582b-5c9f-4d67-9588-9306ce3c9896,d38bfe8f-2bad-4ce7-8114-2f83b58b2e5d,2025-01-26,3147.25
e3bf204c-116d-45c2-a74d-4c2db681b53b,80953d7e-66bc-4df4-b71e-4154a1f123b3,2025-06-11,1503.72
439a9f5e-b183-4955-8115-ecc1e13c7481,5e7a2b3e-afac-45a9-bfd2-8e0ce804aa78,2025-07-22,8284.22
5494ee99-0e26-4759-8e14-f90aaaf9dca4,04f544bf-cebd-4e58-82b4-8bfa819d415b,2025-04-07,13647.6
4d03c3ff-5f08-4633-b209-33a6c11cb696,dc23b2fd-ae61-42ad-8441-7f0b52676d9c,2024-12-21,4025.06
b481d044-b7a9-41b4-8973-39aef3565106,c07639c3-1e45-4fdf-8c38-ca8e411dc8fb,2025-02-18,11143.32
aa9b342c-a5c9-4d24-b27e-75290dffee85,5000c70a-7a51-4c56-9b96-9bb6809a8d95,2024-12-23,3900.21
483132c0-1907-49a3-8c1d-486ce99a683f,f09ac36d-dc2c-411e-8b88-643dcf992a19,2025-10-28,7195.2
0668c6c2-1529-4ca2-b501-bf3bee438e65,dca98c43-3d70-4cf5-8006-27dbfc660edc,2025-10-24,6129.42
c7df0d19-2822-4b44-9783-dcbc605fce51,987209a4-bb4d-4970-a718-48699f7bd0f8,2025-07-19,11084.88
bda4ee18-7728-43de-8600-6bed3c116e41,17530a6e-e466-4390-a522-d0c4b4825312,2025-11-07,10340.49
396407d1-67d5-43dc-9b6c-be5e3b771d2c,04f544bf-cebd-4e58-82b4-8bfa819d415b,2025-10-26,9215.74
1c774536-cf44-4b4c-998b-642727c95ded,9bd368a4-bf60-453f-a5ce-810e76ae6797,2025-03-20,13505.04
9a6cef06-056f-4eea-856b-589d2e8aa24f,34676813-95b2-4398-9c18-a0be3e94176f,2025-02-10,14150.85
9ed2b268-ee96-4c6a-8ef3-904570b96024,180b5c70-eebc-43db-8690-68db95bb8292,2025-10-24,10652.69
113646db-e1f2-4363-8eaf-84b24c345d61,f5191f85-e0b0-44f4-bcf9-6a91aa94aed1,2025-03-07,3839.84
70689576-ce95-4d4f-94c0-23458f18c460,4452a845-0ae1-4cbb-942e-53372bf96e0b,2025-05-26,5008.48
3ba35acf-5ca6-404e-87ab-8e13fe2ec366,4b8854cd-5d4e-421f-b30a-d9d267c942b0,2025-05-13,9433.68
8b1a5ffe-47de-425d-8448-2b7195ff4be7,3547c440-dcb9-4211-a56a-362bed749b93,2025-10-21,10292.68
98cfe624-7d93-455a-9ef3-a800a627e49b,21e9dea3-620f-4251-9c0d-ad0518e0494d,2025-02-26,1205.32
0ef8e755-b259-4e05-9a68-8b78bb64c63c,dfa64633-10ce-41eb-aae8-e3c8e33fb8bf,2024-12-05,7836.41
1f28d165-73cc-4a78-a40d-2841c162b315,a5a93476-c6a3-4ac5-a8ac-fe83f22e7aa3,2025-07-23,1926.49
967ae6d9-f924-46dd-a06f-686b11cd4193,476ad62b-5fe9-4cb8-a721-d086b4d47214,2025-04-24,3158.03
11561cda-8765-45b3-b3d8-0b47318d44eb,9fc2e640-ac55-4184-b99e-41eacecaeba3,2025-04-30,12286.38
dd09eb0f-634b-47d0-94ee-caf69a633e0d,f09ac36d-dc2c-411e-8b88-643dcf992a19,2025-08-01,14604.24
cb96c679-8386-4921-ba44-42fc9693a012,9bd368a4-bf60-453f-a5ce-810e76ae6797,2025-03-06,10345.38
8c348354-b7b2-4f78-a538-ca6ac9666dc8,6a322595-b992-4abe-9f0a-4f2b96e16343,2025-10-19,3465.36
faf1dd68-07c6-481e-a448-da4fc57999ca,dc23b2fd-ae61-42ad-8441-7f0b52676d9c,2025-10-17,1660.7
c8ce872e-a763-41e5-b7da-1e5804f90eb7,c07639c3-1e45-4fdf-8c38-ca8e411dc8fb,2025-05-10,3518.78
15abdc6d-f4d1-4ca4-b450-3d7839fbf29c,6adb17b4-e26c-4c50-bd16-c972c070a5da,2025-11-09,8142.84
9accba57-0ae6-4628-b210-e1032828990f,5609daf7-663c-4041-a2aa-44e1ef42f44a,2025-06-05,1068.8
36d85216-f37d-4280-ab1f-5c4a9bb9280d,78c255f7-bbb2-400b-8447-d796deee93c1,2025-06-27,7027.56
bb6ba10d-146b-4f87-999d-5227246e4905,002bd08e-7741-4856-9685-4d02b29378eb,2025-03-22,897.92
43ec101d-8357-477c-97d0-77c37aae6851,6c08cae2-2b3d-453e-b2a2-7fdfa2dce122,2024-12-28,4688.26
ff95c3c0-46a6-4b6d-8a2d-80b2474c363c,f90d9df8-8d99-4cf2-b827-688550f599f3,2025-08-19,1129.99
e3687196-dd40-4ed8-9c68-79df37c61459,c224e71d-c0fd-469e-9c8b-38fef9cb9c6d,2025-02-02,6783.43
acccb401-8484-4bb3-95af-8ac6387bdee2,f7abca51-e4e2-403a-bd5e-b9006609fd8e,2025-03-30,3867.33
094ed123-4a1f-494b-b1be-c32dc713602e,58251612-7861-4774-8cf3-325744021066,2025-08-20,2696.77
eaff8cc7-4dbe-48e5-9295-51b79cd1abb4,82d853b1-880f-4f23-855c-04fb32047eb8,2025-11-07,8322.31
356cb762-0b18-4dbf-abb0-3c7a3da1bc72,904c328d-8e63-478c-b96f-6e658af4d9de,2025-05-18,10934.16
449c5458-fbeb-444f-9a1d-8baec8653867,4f669311-cb5e-4113-a514-5ccfcb9de497,2025-10-22,897.89
2a63f003-83c9-41c6-9085-a2d515cb611b,36054233-26c8-40ff-9d22-84caf7ad43bc,2025-07-13,560.23
11889eb4-633e-488b-9a4f-60deb014ce00,416233d9-e373-4d24-9c9c-c5afb024d977,2024-11-16,9051.93
4ffd7b76-b965-4b6a-975c-0f532f66be23,5133aed4-5269-4a88-886c-0e7851c5e33e,2025-03-19,12667.62
190870e4-aa44-4c51-9fdb-2b7245fc6eed,b54320f1-20f0-47d9-a48b-5a669dbd36fe,2025-09-18,8505.78
40baeed6-58aa-4091-81a0-2c78365c5453,bfc49e2c-726f-4ff8-84e8-62a2740a744f,2025-09-23,676.24
afb8dd38-6793-4e59-826b-eeab2614d918,3b5a1c6a-a12a-4f2b-892d-71d08e30444e,2025-10-23,12286.08
0894cbb6-5471-4ced-8702-cd84d9afc605,e1d28949-d64d-493f-bb48-22cb32cf5295,2025-01-08,4802.34
4663b3c8-6660-4aab-9200-20495bc12360,17530a6e-e466-4390-a522-d0c4b4825312,2025-08-28,1595.66
db7c184d-8d32-4bf9-81cb-499731f2adc7,f9a2f3cf-441a-4c6d-9d2a-2dde799a2ec3,2025-09-04,2462.9
b3dd0ca1-2e46-4b84-a0eb-09dea83921f7,ac6f6504-eac2-4b5d-9ef6-a17539ecaf0f,2025-04-28,6572.96
95cf1e60-30d9-4435-9bc1-75d1faafa69e,c224e71d-c0fd-469e-9c8b-38fef9cb9c6d,2025-05-02,2138.47
ad3dd3de-f404-4556-9130-c20d8454c470,45401b79-3848-45fb-a421-9ad92802d3ca,2025-06-11,2648.98
9059db63-63e4-4bff-b108-9055f8f5ffd7,9fdefffe-af32-498e-bca5-61d8084b7df7,2024-12-17,11264.32
1800dd33-5063-4a4f-a323-45c2ae7af48a,c49d62d9-38aa-4e63-9dad-d586f911f3c2,2025-07-07,11345.24
afc4ab49-cda3-4eb0-81f9-aed83517dc07,f09ac36d-dc2c-411e-8b88-643dcf992a19,2025-08-28,5800.19
cc0c3016-8e20-4fc7-8e57-8aece09894bc,9a77c02a-6ba5-4f2b-be6f-637089ddad03,2025-08-13,1191.42
4ee358b5-ab2c-4ea2-84de-ba20063a124d,638b60db-bc77-489a-b8ab-c4b112ea04cf,2025-08-03,11903.17
9797367d-e858-4a6b-a0f2-662f5fba2a62,434bce48-2392-472e-8e69-8896a0df7c08,2025-03-20,10584.84
14e105ca-f806-4ba9-9bb7-0fdc92cde575,b54320f1-20f0-47d9-a48b-5a669dbd36fe,2025-01-14,12569.94
544a9bf4-b308-440b-a261-d16274017da0,108066d2-6efa-4ff6-9a0c-7dc36af0070f,2025-07-10,3623.16
432adbb5-e86e-44ba-8177-7584887d99e1,6ceedbb9-ab69-4837-a9f1-e5c98899bf54,2025-02-22,4002.99
f1ad24f9-7619-4947-9d60-792863020363,5d94e067-ae3a-49db-b7d3-e2da69256179,2025-02-27,12648.05
fcd19d63-0bd6-46fa-afda-50d9b248c133,8e323f9b-64a8-493e-a31e-5e549c1bccd9,2025-08-20,10777.48
b899455d-8e20-4c02-afa3-739feba6a903,ad333574-78e3-4935-8ef3-998f792a01f7,2025-06-02,2715.55
50359b00-08a3-4990-b5a3-5b9c84b674ab,7c3a8fed-b92d-456c-857b-2f077fd46000,2025-06-07,4540.78
a8743ddc-3e48-4b82-a032-f863b76c2aa0,f530ac23-9739-4d0d-862b-78298fa44e36,2025-10-02,3380.58
73e6e9e0-c5c1-400c-a116-b3c568a4dee8,a2a5f862-2063-4181-ae87-8a3ab5e029ed,2024-11-24,11325.42
21605dc9-0df4-4657-8e90-8533899551d3,dca98c43-3d70-4cf5-8006-27dbfc660edc,2025-01-30,12233.37
ab3c6605-8c94-4bc4-a99e-ff25befabe3f,b2edaee6-4921-4ed3-b8d5-3ed3d9f8559e,2025-03-16,6004.83
9ba4f29e-f1cb-4f9b-b6eb-e0795e3bb4ff,21b48f68-0623-4c81-a2e3-2f32e7e99f5e,2025-03-17,11787.5
175029bf-ee80-4897-9362-1ad5d1add7dd,dfcd0afd-3291-41a1-b467-0841b07b343e,2025-04-01,5980.98
301fda84-25f1-4406-af71-41e24618eaef,941c1db4-f9e5-499a-b7ee-bd324726b6ef,2025-04-03,6365.96
d1f44a7e-e086-45d5-b28f-1c40eccc94d2,0f5f7d73-1dd0-499d-bdc9-ca7e1bdddf6c,2025-03-07,5437.9
